payment_id,donation_id,processor,payment_status,processed_at,gross_amount,fee_amount,net_amount
63,70,stripe,captured,2025-04-25 15:29:40,17.52,0.81,16.71
64,71,stripe,captured,2025-05-19 22:02:12,27.76,1.11,26.65
65,72,stripe,captured,2025-12-07 12:22:01,15.87,0.76,15.11
66,73,paypal,captured,2025-06-01 18:18:00,11.0,0.62,10.38
67,74,stripe,captured,2025-03-17 12:34:30,23.14,0.97,22.17
68,75,stripe,captured,2025-03-03 11:25:44,32.24,1.23,31.01
69,76,stripe,captured,2025-05-28 00:35:35,41.65,1.51,40.14
70,77,stripe,refunded,2025-07-15 22:54:54,29.56,1.16,28.4
71,78,stripe,captured,2025-05-31 12:56:18,89.39,2.89,86.5
72,79,stripe,captured,2025-08-26 13:29:09,31.47,1.21,30.26
73,80,stripe,captured,2025-04-06 09:09:14,5.22,0.45,4.77
74,82,venmo,captured,2025-05-08 22:43:37,30.14,1.17,28.97
75,83,stripe,refunded,2025-07-08 05:25:39,53.96,1.86,52.1
76,84,stripe,captured,2025-09-27 14:12:42,12.24,0.65,11.59
77,85,stripe,captured,2025-03-04 18:47:28,70.05,2.33,67.72
78,86,stripe,captured,2025-10-23 09:24:25,37.1,1.38,35.72
79,87,paypal,captured,2025-11-25 16:22:20,33.4,1.27,32.13
80,88,paypal,captured,2025-12-17 13:46:32,63.48,2.14,61.34
81,89,stripe,captured,2025-06-24 09:48:37,75.77,2.5,73.27
82,90,stripe,captured,2025-04-22 09:38:08,70.08,2.33,67.75
83,91,stripe,captured,2025-03-18 21:43:59,5.0,0.44,4.56
84,92,stripe,captured,2025-09-15 04:10:07,9.6,0.58,9.02
85,93,stripe,captured,2025-09-29 23:55:22,21.08,0.91,20.17
86,94,stripe,captured,2025-01-07 03:10:18,11.58,0.64,10.94
87,95,stripe,captured,2025-10-24 21:26:36,17.18,0.8,16.38
88,96,stripe,captured,2025-01-09 09:06:24,28.76,1.13,27.63
89,97,stripe,captured,2025-08-30 02:42:35,20.57,0.9,19.67
90,98,stripe,captured,2025-01-19 11:19:52,29.39,1.15,28.24
91,99,paypal,captured,2025-02-28 11:10:43,88.92,2.88,86.04
92,100,stripe,captured,2025-11-17 03:30:57,124.53,3.91,120.62
93,101,stripe,captured,2025-03-31 00:47:31,40.39,1.47,38.92
94,102,stripe,captured,2025-09-28 09:06:54,87.18,2.83,84.35
95,103,paypal,captured,2025-01-28 00:05:21,21.78,0.93,20.85
96,104,stripe,captured,2025-03-20 10:59:43,18.18,0.83,17.35
97,105,stripe,captured,2025-05-26 03:27:27,28.22,1.12,27.1
98,107,stripe,captured,2025-07-10 17:08:05,51.45,1.79,49.66
99,108,stripe,captured,2025-03-30 18:01:02,30.31,1.18,29.13
100,109,paypal,captured,2025-08-19 15:57:46,100.22,3.21,97.01
101,110,paypal,captured,2025-05-07 10:51:34,32.97,1.26,31.71
102,111,stripe,captured,2025-04-27 10:26:16,17.02,0.79,16.23
103,112,venmo,captured,2025-10-29 09:44:10,20.53,0.9,19.63
104,113,stripe,captured,2025-02-28 01:20:56,18.63,0.84,17.79
105,114,stripe,captured,2025-06-19 01:01:39,53.78,1.86,51.92
106,115,paypal,refunded,2025-06-10 03:14:07,27.55,1.1,26.45
107,116,stripe,captured,2025-06-06 19:43:11,32.94,1.26,31.68
108,117,stripe,captured,2025-09-08 01:43:52,41.88,1.51,40.37
109,118,paypal,captured,2025-02-22 21:33:27,46.12,1.64,44.48
110,119,stripe,captured,2025-07-28 17:14:30,69.85,2.33,67.52
111,120,paypal,captured,2025-05-09 02:05:10,39.2,1.44,37.76
112,121,stripe,captured,2025-08-31 16:34:38,13.91,0.7,13.21
113,122,stripe,refunded,2025-08-30 00:04:41,20.31,0.89,19.42
114,123,stripe,captured,2025-06-21 03:52:35,20.29,0.89,19.4
115,124,paypal,captured,2025-05-06 22:55:34,16.74,0.79,15.95
116,125,stripe,captured,2025-07-22 11:54:18,68.74,2.29,66.45
117,126,stripe,captured,2025-06-19 03:22:34,26.61,1.07,25.54
118,127,stripe,captured,2025-11-21 14:44:58,34.56,1.3,33.26
119,128,paypal,captured,2025-07-30 04:56:10,39.15,1.44,37.71
120,129,stripe,captured,2025-01-30 10:07:53,35.42,1.33,34.09
121,130,paypal,captured,2025-03-14 20:36:09,38.4,1.41,36.99
122,131,stripe,captured,2025-12-30 23:53:24,205.69,6.27,199.42
123,132,paypal,captured,2025-02-17 03:18:12,51.48,1.79,49.69
124,133,stripe,captured,2025-04-19 08:24:46,14.35,0.72,13.63
125,134,stripe,captured,2025-06-30 19:41:24,38.59,1.42,37.17
126,135,stripe,captured,2025-04-13 11:43:33,32.61,1.25,31.36
127,136,paypal,captured,2025-10-03 08:13:10,9.86,0.59,9.27
128,139,stripe,captured,2025-08-13 20:28:45,23.95,0.99,22.96
129,140,stripe,captured,2025-08-29 21:14:35,11.95,0.65,11.3
130,141,paypal,captured,2025-08-23 18:40:42,19.44,0.86,18.58
131,142,stripe,captured,2025-03-06 09:09:44,24.35,1.01,23.34
132,143,stripe,captured,2025-07-08 11:30:37,18.8,0.85,17.95
133,144,stripe,captured,2025-05-13 17:42:14,37.24,1.38,35.86
134,145,stripe,captured,2025-10-05 02:46:49,34.48,1.3,33.18
135,146,paypal,captured,2025-10-09 19:42:58,56.77,1.95,54.82
136,147,stripe,captured,2025-08-07 15:36:19,75.62,2.49,73.13
137,148,paypal,captured,2025-01-25 12:00:03,50.17,1.75,48.42
138,149,paypal,captured,2025-04-02 00:41:26,17.36,0.8,16.56
139,151,stripe,captured,2025-02-12 06:53:05,8.3,0.54,7.76
140,152,stripe,captured,2025-04-04 19:12:58,20.49,0.89,19.6
141,153,stripe,captured,2025-12-03 19:20:04,5.0,0.44,4.56
142,154,stripe,captured,2025-06-08 13:42:34,22.6,0.96,21.64
143,155,stripe,captured,2025-07-11 08:46:02,19.53,0.87,18.66
144,156,stripe,captured,2025-05-10 20:13:23,52.08,1.81,50.27
145,157,stripe,captured,2025-07-12 00:36:31,13.82,0.7,13.12
146,158,paypal,captured,2025-09-06 15:43:53,34.36,1.3,33.06
147,159,stripe,captured,2025-08-20 02:20:26,22.14,0.94,21.2
148,160,stripe,captured,2025-06-01 23:55:04,21.33,0.92,20.41
149,161,stripe,captured,2025-04-30 16:40:32,16.2,0.77,15.43
150,162,stripe,captured,2025-11-03 23:51:26,38.1,1.4,36.7
151,163,stripe,captured,2025-08-15 23:48:41,26.34,1.06,25.28
152,164,venmo,captured,2025-01-19 22:09:48,13.93,0.7,13.23
153,166,stripe,captured,2025-08-19 12:52:02,38.29,1.41,36.88
154,167,stripe,refunded,2025-08-15 00:36:21,101.72,3.25,98.47
155,168,venmo,captured,2025-08-20 15:31:38,18.82,0.85,17.97
156,169,venmo,captured,2025-02-18 23:45:55,21.97,0.94,21.03
157,170,stripe,refunded,2025-10-01 16:15:14,10.67,0.61,10.06
158,171,stripe,captured,2025-03-07 09:22:45,20.95,0.91,20.04
159,172,venmo,captured,2025-01-27 15:12:44,12.83,0.67,12.16
160,173,stripe,captured,2025-03-26 14:50:18,72.47,2.4,70.07
161,174,venmo,captured,2025-04-14 09:34:10,45.21,1.61,43.6
162,176,venmo,captured,2025-01-02 10:39:39,13.71,0.7,13.01
163,177,venmo,captured,2025-01-02 04:20:47,19.26,0.86,18.4
164,178,venmo,captured,2025-02-04 22:45:03,84.66,2.76,81.9
165,179,stripe,captured,2025-06-20 20:25:36,18.39,0.83,17.56
166,180,stripe,captured,2025-09-09 13:40:40,26.04,1.06,24.98
167,181,stripe,captured,2025-03-12 05:29:18,102.17,3.26,98.91
168,182,stripe,captured,2025-11-10 15:21:48,41.77,1.51,40.26
169,183,stripe,captured,2025-03-09 10:47:37,9.41,0.57,8.84
170,185,stripe,captured,2025-09-14 04:44:19,32.31,1.24,31.07
171,186,paypal,captured,2025-08-05 05:23:33,188.87,5.78,183.09
172,187,stripe,captured,2025-10-24 14:08:05,88.64,2.87,85.77
173,188,stripe,captured,2025-10-02 14:15:54,40.5,1.47,39.03
174,189,stripe,captured,2025-07-22 22:37:59,56.15,1.93,54.22
175,190,paypal,refunded,2025-06-27 02:51:03,59.64,2.03,57.61
176,191,stripe,captured,2025-10-19 00:51:31,8.1,0.53,7.57
177,193,stripe,captured,2025-08-15 11:01:28,85.68,2.78,82.9
178,194,stripe,captured,2025-04-18 20:35:02,159.67,4.93,154.74
179,195,stripe,captured,2025-03-26 12:01:00,44.91,1.6,43.31
180,196,paypal,captured,2025-03-28 15:21:11,10.1,0.59,9.51
181,197,stripe,captured,2025-10-04 08:04:07,47.32,1.67,45.65
182,199,stripe,captured,2025-04-03 21:35:34,60.06,2.04,58.02
183,201,stripe,captured,2025-03-05 03:01:10,132.71,4.15,128.56
184,202,stripe,captured,2025-06-03 04:32:49,34.89,1.31,33.58
185,203,stripe,captured,2025-03-27 15:49:20,31.42,1.21,30.21
186,204,venmo,captured,2025-08-27 12:05:30,24.29,1.0,23.29
187,205,paypal,refunded,2025-01-02 09:01:28,32.39,1.24,31.15
188,206,stripe,captured,2025-11-30 17:27:05,37.47,1.39,36.08
189,207,paypal,captured,2025-03-27 22:03:53,33.05,1.26,31.79
190,208,paypal,captured,2025-04-13 00:51:12,56.04,1.93,54.11
191,209,paypal,captured,2025-05-04 10:20:10,5.71,0.47,5.24
192,210,stripe,captured,2025-07-18 08:21:14,26.87,1.08,25.79
193,211,stripe,captured,2025-07-16 01:33:31,45.34,1.61,43.73
194,212,stripe,captured,2025-11-18 13:52:43,37.54,1.39,36.15
195,213,paypal,captured,2025-10-16 10:10:58,10.81,0.61,10.2
196,214,stripe,captured,2025-10-08 14:52:00,45.8,1.63,44.17
197,215,venmo,captured,2025-12-02 23:23:18,31.17,1.2,29.97
198,216,stripe,captured,2025-09-13 07:08:38,55.23,1.9,53.33
199,217,stripe,captured,2025-01-13 14:53:30,47.52,1.68,45.84
200,218,paypal,captured,2025-02-26 05:21:59,38.85,1.43,37.42
201,219,venmo,captured,2025-01-11 14:37:53,30.05,1.17,28.88
202,220,stripe,captured,2025-11-11 07:29:51,37.67,1.39,36.28
203,221,stripe,captured,2025-04-04 04:18:30,37.73,1.39,36.34
204,222,paypal,captured,2025-06-30 23:43:36,86.66,2.81,83.85
205,223,stripe,captured,2025-08-27 15:32:13,327.75,9.8,317.95
206,224,stripe,captured,2025-12-14 02:19:38,12.69,0.67,12.02
207,225,stripe,captured,2025-08-26 12:19:21,5.0,0.44,4.56
208,226,stripe,captured,2025-06-08 17:08:04,19.64,0.87,18.77
209,227,stripe,captured,2025-05-05 08:33:45,14.11,0.71,13.4
210,228,stripe,captured,2025-08-27 16:18:37,58.73,2.0,56.73
211,229,stripe,captured,2025-09-03 16:14:26,98.86,3.17,95.69
212,230,venmo,captured,2025-05-03 19:59:20,57.53,1.97,55.56
213,231,stripe,captured,2025-09-06 06:43:28,23.31,0.98,22.33
214,232,stripe,captured,2025-11-13 12:13:47,53.83,1.86,51.97
215,233,stripe,captured,2025-12-14 12:17:49,79.19,2.6,76.59
216,234,stripe,captured,2025-08-07 04:12:02,51.03,1.78,49.25
217,235,stripe,captured,2025-02-01 06:50:57,46.58,1.65,44.93
218,236,venmo,captured,2025-12-10 19:36:49,27.33,1.09,26.24
219,237,venmo,captured,2025-08-01 21:46:21,11.31,0.63,10.68
220,238,stripe,captured,2025-09-18 14:39:30,72.04,2.39,69.65
221,239,stripe,captured,2025-01-13 02:45:29,116.23,3.67,112.56
222,241,stripe,captured,2025-06-26 06:21:32,55.3,1.9,53.4
223,242,stripe,captured,2025-01-25 01:33:09,15.77,0.76,15.01
224,243,stripe,captured,2025-03-21 16:24:11,43.52,1.56,41.96
225,245,stripe,captured,2025-05-07 04:18:39,55.96,1.92,54.04
226,246,stripe,captured,2025-07-02 16:14:17,42.18,1.52,40.66
227,247,stripe,captured,2025-08-08 10:01:00,58.07,1.98,56.09
228,248,paypal,captured,2025-02-12 06:31:22,50.3,1.76,48.54
229,249,stripe,refunded,2025-07-01 09:55:53,34.79,1.31,33.48
230,250,venmo,captured,2025-02-24 15:20:29,56.3,1.93,54.37
231,251,stripe,captured,2025-11-04 14:52:02,20.98,0.91,20.07
232,253,stripe,captured,2025-03-08 01:01:16,19.26,0.86,18.4
233,254,stripe,captured,2025-09-22 04:56:20,49.4,1.73,47.67
234,255,paypal,captured,2025-01-17 18:05:50,25.71,1.05,24.66
235,256,stripe,captured,2025-04-19 21:19:52,44.31,1.58,42.73
236,257,stripe,captured,2025-07-13 04:14:26,23.82,0.99,22.83
237,258,stripe,captured,2025-11-28 05:38:19,24.19,1.0,23.19
238,259,paypal,captured,2025-01-14 03:07:51,25.06,1.03,24.03
239,260,stripe,captured,2025-10-28 11:30:32,10.33,0.6,9.73
240,261,stripe,captured,2025-04-26 15:18:50,59.89,2.04,57.85
241,262,paypal,captured,2025-02-16 22:59:58,31.1,1.2,29.9
242,264,stripe,captured,2025-02-17 05:39:02,19.41,0.86,18.55
243,265,venmo,captured,2025-09-10 03:38:20,18.56,0.84,17.72
244,267,stripe,captured,2025-09-12 02:46:36,25.34,1.03,24.31
245,268,stripe,captured,2025-01-31 04:54:34,61.91,2.1,59.81
246,269,stripe,captured,2025-09-13 04:24:05,11.52,0.63,10.89
247,270,stripe,captured,2025-08-28 14:52:53,42.39,1.53,40.86
248,271,venmo,captured,2025-11-25 17:58:28,39.78,1.45,38.33
249,272,stripe,refunded,2025-11-14 00:42:46,21.41,0.92,20.49
250,273,stripe,captured,2025-04-05 08:45:42,36.73,1.37,35.36
251,274,stripe,captured,2025-03-08 00:24:22,29.1,1.14,27.96
252,275,stripe,captured,2025-08-03 02:29:38,78.77,2.58,76.19
253,276,stripe,captured,2025-07-11 16:08:10,32.07,1.23,30.84
254,277,stripe,captured,2025-10-30 08:40:37,74.45,2.46,71.99
255,278,stripe,captured,2025-03-16 16:00:08,58.39,1.99,56.4
256,279,stripe,captured,2025-03-25 04:24:51,11.06,0.62,10.44
257,280,stripe,captured,2025-03-10 08:06:48,28.03,1.11,26.92
258,282,stripe,captured,2025-08-21 21:46:47,36.43,1.36,35.07
259,283,stripe,captured,2025-05-19 14:17:08,32.0,1.23,30.77
260,284,paypal,captured,2025-10-14 09:43:01,33.61,1.27,32.34
261,285,venmo,captured,2025-07-09 07:05:37,48.68,1.71,46.97
262,286,stripe,captured,2025-03-05 17:28:24,21.98,0.94,21.04
263,287,stripe,refunded,2025-01-26 04:01:25,23.83,0.99,22.84
264,288,stripe,captured,2025-10-27 10:25:59,58.61,2.0,56.61
265,290,stripe,captured,2025-11-03 20:36:02,26.02,1.05,24.97
266,291,stripe,refunded,2025-09-29 00:31:43,30.85,1.19,29.66
267,292,stripe,captured,2025-05-21 18:20:48,45.12,1.61,43.51
268,294,stripe,captured,2025-02-08 21:22:40,34.05,1.29,32.76
269,295,stripe,captured,2025-05-23 17:44:55,7.6,0.52,7.08
270,297,paypal,captured,2025-05-27 05:48:52,27.01,1.08,25.93
271,298,venmo,captured,2025-09-24 22:42:01,62.56,2.11,60.45
272,299,stripe,captured,2025-03-08 23:24:31,28.78,1.13,27.65
273,301,stripe,captured,2025-09-02 12:45:22,48.88,1.72,47.16
274,302,stripe,captured,2025-03-28 12:13:29,16.52,0.78,15.74
275,303,paypal,captured,2025-08-31 03:28:49,11.16,0.62,10.54
276,304,paypal,captured,2025-05-03 20:06:12,28.05,1.11,26.94
277,305,paypal,captured,2025-09-30 04:10:35,30.65,1.19,29.46
278,306,paypal,captured,2025-08-10 03:07:41,7.71,0.52,7.19
279,307,venmo,captured,2025-12-28 12:17:53,28.74,1.13,27.61
280,309,stripe,captured,2025-11-18 23:53:20,35.2,1.32,33.88
281,310,stripe,captured,2025-06-12 15:24:26,150.49,4.66,145.83
282,311,stripe,captured,2025-02-06 05:38:50,7.88,0.53,7.35
283,312,stripe,captured,2025-05-01 08:47:21,63.81,2.15,61.66
284,313,stripe,captured,2025-04-25 15:58:50,44.19,1.58,42.61
285,314,stripe,captured,2025-04-30 04:54:00,20.13,0.88,19.25
286,315,stripe,captured,2025-06-28 12:38:08,30.55,1.19,29.36
287,316,paypal,captured,2025-08-30 19:22:27,62.23,2.1,60.13
288,317,stripe,captured,2025-02-06 06:35:43,32.75,1.25,31.5
289,318,stripe,captured,2025-11-24 11:14:12,6.37,0.48,5.89
290,319,stripe,captured,2025-11-06 08:36:59,40.11,1.46,38.65
291,320,stripe,captured,2025-05-10 21:56:33,53.38,1.85,51.53
292,321,paypal,captured,2025-03-13 12:32:58,21.53,0.92,20.61
293,322,stripe,captured,2025-02-07 08:07:20,59.8,2.03,57.77
294,323,stripe,captured,2025-08-22 08:59:04,63.7,2.15,61.55
295,324,paypal,captured,2025-02-04 12:19:59,85.16,2.77,82.39
296,325,stripe,captured,2025-08-26 15:40:24,66.85,2.24,64.61
297,326,stripe,captured,2025-11-08 22:52:23,229.56,6.96,222.6
298,327,stripe,captured,2025-08-12 14:55:33,76.16,2.51,73.65
299,328,stripe,captured,2025-01-24 21:49:36,34.33,1.3,33.03
300,331,stripe,captured,2025-02-27 06:31:48,24.57,1.01,23.56
301,332,stripe,captured,2025-05-10 18:21:11,13.03,0.68,12.35
302,333,paypal,captured,2025-11-20 02:29:47,27.24,1.09,26.15
303,334,paypal,captured,2025-05-20 23:30:53,61.35,2.08,59.27
304,335,paypal,captured,2025-10-27 09:07:15,15.77,0.76,15.01
305,336,stripe,captured,2025-04-14 07:39:51,41.9,1.52,40.38
306,337,stripe,captured,2025-06-25 03:17:09,22.9,0.96,21.94
307,338,stripe,captured,2025-08-28 11:58:40,31.24,1.21,30.03
308,339,stripe,captured,2025-11-11 00:26:42,29.87,1.17,28.7
309,340,stripe,captured,2025-03-06 19:39:28,36.52,1.36,35.16
310,341,stripe,captured,2025-08-13 10:11:31,191.82,5.86,185.96
311,342,paypal,captured,2025-08-25 12:50:42,20.69,0.9,19.79
312,343,paypal,captured,2025-05-24 06:48:06,30.49,1.18,29.31
313,344,stripe,captured,2025-11-12 09:24:58,26.46,1.07,25.39
314,345,stripe,captured,2025-11-14 05:00:40,9.46,0.57,8.89
315,346,venmo,captured,2025-05-24 08:02:54,62.51,2.11,60.4
316,347,stripe,captured,2025-01-19 09:11:34,16.14,0.77,15.37
317,348,paypal,captured,2025-03-15 06:29:46,94.21,3.03,91.18
318,349,stripe,captured,2025-07-04 01:16:52,16.78,0.79,15.99
319,351,stripe,captured,2025-06-07 02:04:20,125.65,3.94,121.71
320,352,stripe,captured,2025-11-01 04:58:40,45.18,1.61,43.57
321,353,stripe,captured,2025-08-08 03:56:05,19.62,0.87,18.75
322,355,venmo,captured,2025-12-01 09:04:55,5.42,0.46,4.96
323,356,venmo,refunded,2025-10-31 18:24:48,23.26,0.97,22.29
324,357,stripe,captured,2025-01-09 09:13:35,10.07,0.59,9.48
325,358,stripe,captured,2025-07-29 03:18:31,30.58,1.19,29.39
326,360,stripe,captured,2025-04-30 22:58:05,33.86,1.28,32.58
327,361,venmo,captured,2025-02-24 07:42:53,12.44,0.66,11.78
328,362,stripe,captured,2025-07-20 06:31:57,20.51,0.89,19.62
329,363,paypal,captured,2025-03-17 11:27:59,47.38,1.67,45.71
330,364,paypal,captured,2025-06-08 17:45:28,39.43,1.44,37.99
331,365,venmo,captured,2025-03-21 23:22:03,7.17,0.51,6.66
332,366,stripe,captured,2025-04-27 23:13:29,57.84,1.98,55.86
333,367,venmo,captured,2025-08-19 01:38:05,13.12,0.68,12.44
334,369,paypal,captured,2025-11-26 00:18:56,25.32,1.03,24.29
335,370,paypal,captured,2025-09-08 15:06:07,209.22,6.37,202.85
336,371,paypal,captured,2025-10-29 20:48:21,23.12,0.97,22.15
337,372,stripe,captured,2025-10-27 15:08:43,32.67,1.25,31.42
338,373,venmo,captured,2025-12-18 23:45:23,52.28,1.82,50.46
339,374,paypal,refunded,2025-12-11 11:03:41,15.05,0.74,14.31
340,375,stripe,captured,2025-08-18 02:29:42,38.6,1.42,37.18
341,376,stripe,captured,2025-11-23 11:10:58,15.58,0.75,14.83
342,377,stripe,captured,2025-09-25 13:01:06,46.96,1.66,45.3
343,378,paypal,captured,2025-07-06 08:46:05,41.44,1.5,39.94
344,380,stripe,captured,2025-07-22 23:15:50,34.46,1.3,33.16
345,381,stripe,captured,2025-03-10 10:00:04,150.2,4.66,145.54
346,382,stripe,captured,2025-07-22 18:35:14,36.24,1.35,34.89
347,383,stripe,captured,2025-05-17 20:39:28,45.87,1.63,44.24
348,384,paypal,captured,2025-08-26 00:19:06,40.26,1.47,38.79
349,385,stripe,captured,2025-01-04 01:49:06,13.45,0.69,12.76
350,386,venmo,captured,2025-09-22 23:35:52,16.2,0.77,15.43
351,387,stripe,captured,2025-10-04 03:33:20,12.59,0.67,11.92
352,388,venmo,captured,2025-01-23 09:40:46,16.02,0.76,15.26
353,389,stripe,refunded,2025-02-10 06:32:04,19.98,0.88,19.1
354,391,stripe,captured,2025-10-10 12:16:42,25.26,1.03,24.23
355,392,venmo,captured,2025-11-01 04:20:15,47.51,1.68,45.83
356,393,stripe,captured,2025-01-02 04:40:53,88.27,2.86,85.41
357,394,paypal,captured,2025-10-23 01:32:33,74.77,2.47,72.3
358,395,stripe,captured,2025-11-12 23:43:15,37.44,1.39,36.05
359,396,stripe,captured,2025-07-31 22:36:24,15.42,0.75,14.67
360,398,venmo,refunded,2025-12-16 09:54:54,19.29,0.86,18.43
361,399,stripe,captured,2025-10-14 14:43:54,42.42,1.53,40.89
362,400,venmo,captured,2025-06-03 01:44:36,37.53,1.39,36.14
363,401,venmo,captured,2025-04-28 23:54:54,12.82,0.67,12.15
364,402,stripe,captured,2025-03-05 16:48:55,19.67,0.87,18.8
365,403,stripe,captured,2025-08-22 01:20:01,45.17,1.61,43.56
366,404,stripe,captured,2025-03-01 05:45:47,26.52,1.07,25.45
367,406,stripe,captured,2025-05-29 17:14:39,20.99,0.91,20.08
368,407,stripe,captured,2025-10-15 00:52:08,13.38,0.69,12.69
369,408,stripe,captured,2025-12-10 10:06:51,31.76,1.22,30.54
370,409,stripe,captured,2025-09-20 12:12:38,23.16,0.97,22.19
371,410,paypal,captured,2025-03-01 21:27:34,7.6,0.52,7.08
372,412,stripe,captured,2025-11-10 14:23:03,66.22,2.22,64.0
373,413,stripe,captured,2025-03-29 10:51:52,59.32,2.02,57.3
374,414,stripe,captured,2025-10-04 08:19:05,38.72,1.42,37.3
375,415,paypal,captured,2025-05-11 20:27:06,26.9,1.08,25.82
376,416,stripe,captured,2025-10-09 07:24:11,34.4,1.3,33.1
377,417,stripe,captured,2025-01-10 14:05:24,27.17,1.09,26.08
378,418,venmo,captured,2025-08-04 18:37:02,18.05,0.82,17.23
379,419,stripe,captured,2025-05-10 00:10:58,102.76,3.28,99.48
380,420,stripe,captured,2025-01-17 11:47:41,82.43,2.69,79.74
381,421,paypal,captured,2025-08-10 09:58:10,50.81,1.77,49.04
382,422,stripe,captured,2025-09-20 02:42:20,21.3,0.92,20.38
383,423,stripe,captured,2025-09-27 07:43:40,47.84,1.69,46.15
384,424,stripe,captured,2025-09-03 21:59:57,24.76,1.02,23.74
385,425,stripe,captured,2025-07-27 13:47:44,24.0,1.0,23.0
386,426,stripe,captured,2025-10-06 00:06:01,29.58,1.16,28.42
