donation_id,user_id,campaign_id,amount,status,created_at,is_recurring
58,1710.0,170.0,103.2,completed,2025-03-21 17:42:06,False
59,1134.0,35.0,32.07,refunded,2025-06-22 00:05:58,True
60,1482.0,126.0,25.25,completed,2025-11-02 07:02:35,False
61,828.0,75.0,69.14,completed,2025-08-27 06:01:45,False
62,1075.0,246.0,26.45,completed,2025-05-09 07:01:21,False
63,377.0,84.0,16.03,completed,2025-05-10 04:03:13,False
64,765.0,158.0,86.56,completed,2025-01-28 22:59:17,False
65,1097.0,53.0,29.06,completed,2025-09-27 00:22:43,True
66,212.0,58.0,0.0,failed,2025-08-30 02:29:11,False
67,1456.0,156.0,22.56,completed,2025-12-16 09:06:02,False
68,724.0,143.0,10.33,completed,2025-09-14 07:15:53,False
69,1787.0,166.0,0.0,failed,2025-07-20 14:13:22,False
70,1192.0,50.0,17.52,completed,2025-04-25 15:29:40,True
71,775.0,141.0,27.76,completed,2025-05-19 22:02:12,False
72,331.0,111.0,15.87,completed,2025-12-07 12:22:01,False
73,1766.0,163.0,11.0,completed,2025-06-01 18:18:00,False
74,751.0,111.0,23.14,completed,2025-03-17 12:34:30,False
75,1811.0,152.0,32.24,completed,2025-03-03 11:25:44,False
76,1518.0,120.0,41.65,completed,2025-05-28 00:35:35,False
77,1167.0,65.0,29.56,refunded,2025-07-15 22:54:54,False
78,1606.0,106.0,89.39,completed,2025-05-31 12:56:18,False
79,1469.0,216.0,31.47,completed,2025-08-26 13:29:09,False
80,824.0,91.0,5.22,completed,2025-04-06 09:09:14,False
81,394.0,146.0,0.0,failed,2025-12-02 04:05:47,False
82,512.0,186.0,30.14,completed,2025-05-08 22:43:37,False
83,686.0,26.0,53.96,refunded,2025-07-08 05:25:39,True
84,1872.0,157.0,12.24,completed,2025-09-27 14:12:42,True
85,621.0,72.0,70.05,completed,2025-03-04 18:47:28,False
86,1739.0,44.0,37.1,completed,2025-10-23 09:24:25,False
87,1721.0,90.0,33.4,completed,2025-11-25 16:22:20,False
88,1827.0,133.0,63.48,completed,2025-12-17 13:46:32,True
89,1352.0,161.0,75.77,completed,2025-06-24 09:48:37,False
90,604.0,232.0,70.08,completed,2025-04-22 09:38:08,True
91,1283.0,124.0,5.0,completed,2025-03-18 21:43:59,False
92,1858.0,5.0,9.6,completed,2025-09-15 04:10:07,False
93,1461.0,127.0,21.08,completed,2025-09-29 23:55:22,True
94,718.0,113.0,11.58,completed,2025-01-07 03:10:18,False
95,1588.0,111.0,17.18,completed,2025-10-24 21:26:36,False
96,349.0,164.0,28.76,completed,2025-01-09 09:06:24,False
97,1717.0,77.0,20.57,completed,2025-08-30 02:42:35,False
98,1974.0,209.0,29.39,completed,2025-01-19 11:19:52,False
99,1839.0,13.0,88.92,completed,2025-02-28 11:10:43,False
100,515.0,153.0,124.53,completed,2025-11-17 03:30:57,False
101,1473.0,58.0,40.39,completed,2025-03-31 00:47:31,False
102,399.0,130.0,87.18,completed,2025-09-28 09:06:54,False
103,1620.0,88.0,21.78,completed,2025-01-28 00:05:21,False
104,214.0,36.0,18.18,completed,2025-03-20 10:59:43,False
105,1570.0,25.0,28.22,completed,2025-05-26 03:27:27,True
106,562.0,34.0,0.0,failed,2025-02-09 18:13:25,False
107,1313.0,140.0,51.45,completed,2025-07-10 17:08:05,False
108,1865.0,19.0,30.31,completed,2025-03-30 18:01:02,True
109,1283.0,114.0,100.22,completed,2025-08-19 15:57:46,False
110,258.0,106.0,32.97,completed,2025-05-07 10:51:34,False
111,1412.0,222.0,17.02,completed,2025-04-27 10:26:16,True
112,1808.0,37.0,20.53,completed,2025-10-29 09:44:10,False
113,694.0,107.0,18.63,completed,2025-02-28 01:20:56,False
114,1569.0,129.0,53.78,completed,2025-06-19 01:01:39,True
115,1289.0,60.0,27.55,refunded,2025-06-10 03:14:07,False
116,1337.0,67.0,32.94,completed,2025-06-06 19:43:11,False
117,1064.0,177.0,41.88,completed,2025-09-08 01:43:52,False
118,998.0,218.0,46.12,completed,2025-02-22 21:33:27,False
119,820.0,79.0,69.85,completed,2025-07-28 17:14:30,False
120,210.0,174.0,39.2,completed,2025-05-09 02:05:10,True
121,272.0,248.0,13.91,completed,2025-08-31 16:34:38,False
122,1160.0,111.0,20.31,refunded,2025-08-30 00:04:41,True
123,599.0,48.0,20.29,completed,2025-06-21 03:52:35,False
124,1084.0,220.0,16.74,completed,2025-05-06 22:55:34,False
125,1534.0,196.0,68.74,completed,2025-07-22 11:54:18,False
126,1700.0,147.0,26.61,completed,2025-06-19 03:22:34,False
127,1539.0,88.0,34.56,completed,2025-11-21 14:44:58,False
128,1039.0,249.0,39.15,completed,2025-07-30 04:56:10,False
129,1638.0,40.0,35.42,completed,2025-01-30 10:07:53,False
130,1023.0,134.0,38.4,completed,2025-03-14 20:36:09,False
131,255.0,208.0,205.69,completed,2025-12-30 23:53:24,False
132,737.0,96.0,51.48,completed,2025-02-17 03:18:12,False
133,722.0,222.0,14.35,completed,2025-04-19 08:24:46,False
134,535.0,191.0,38.59,completed,2025-06-30 19:41:24,False
135,1259.0,163.0,32.61,completed,2025-04-13 11:43:33,False
136,1155.0,200.0,9.86,completed,2025-10-03 08:13:10,True
137,1694.0,61.0,0.0,failed,2025-04-27 14:42:12,True
138,1709.0,5.0,0.0,failed,2025-02-06 23:34:00,False
139,1024.0,37.0,23.95,completed,2025-08-13 20:28:45,False
140,17.0,204.0,11.95,completed,2025-08-29 21:14:35,False
141,882.0,217.0,19.44,completed,2025-08-23 18:40:42,False
142,954.0,225.0,24.35,completed,2025-03-06 09:09:44,False
143,826.0,231.0,18.8,completed,2025-07-08 11:30:37,True
144,992.0,216.0,37.24,completed,2025-05-13 17:42:14,False
145,878.0,139.0,34.48,completed,2025-10-05 02:46:49,True
146,185.0,106.0,56.77,completed,2025-10-09 19:42:58,False
147,1415.0,99.0,75.62,completed,2025-08-07 15:36:19,False
148,1447.0,168.0,50.17,completed,2025-01-25 12:00:03,False
149,1870.0,193.0,17.36,completed,2025-04-02 00:41:26,False
150,1466.0,8.0,0.0,failed,2025-08-04 20:12:30,True
151,1720.0,87.0,8.3,completed,2025-02-12 06:53:05,True
152,1679.0,84.0,20.49,completed,2025-04-04 19:12:58,False
153,1580.0,224.0,5.0,completed,2025-12-03 19:20:04,False
154,1036.0,11.0,22.6,completed,2025-06-08 13:42:34,False
155,1544.0,71.0,19.53,completed,2025-07-11 08:46:02,False
156,80.0,186.0,52.08,completed,2025-05-10 20:13:23,False
157,809.0,94.0,13.82,completed,2025-07-12 00:36:31,False
158,1698.0,123.0,34.36,completed,2025-09-06 15:43:53,False
159,302.0,176.0,22.14,completed,2025-08-20 02:20:26,False
160,1240.0,231.0,21.33,completed,2025-06-01 23:55:04,False
161,1272.0,141.0,16.2,completed,2025-04-30 16:40:32,False
162,1565.0,106.0,38.1,completed,2025-11-03 23:51:26,False
163,1296.0,188.0,26.34,completed,2025-08-15 23:48:41,False
164,133.0,49.0,13.93,completed,2025-01-19 22:09:48,False
165,1029.0,195.0,0.0,failed,2025-01-02 21:40:45,False
166,756.0,7.0,38.29,completed,2025-08-19 12:52:02,False
167,1566.0,235.0,101.72,refunded,2025-08-15 00:36:21,True
168,629.0,205.0,18.82,completed,2025-08-20 15:31:38,False
169,1714.0,101.0,21.97,completed,2025-02-18 23:45:55,True
170,1010.0,153.0,10.67,refunded,2025-10-01 16:15:14,False
171,773.0,151.0,20.95,completed,2025-03-07 09:22:45,True
172,1771.0,51.0,12.83,completed,2025-01-27 15:12:44,False
173,141.0,175.0,72.47,completed,2025-03-26 14:50:18,False
174,483.0,225.0,45.21,completed,2025-04-14 09:34:10,False
175,1329.0,5.0,0.0,failed,2025-09-12 12:40:06,False
176,345.0,224.0,13.71,completed,2025-01-02 10:39:39,False
177,1586.0,222.0,19.26,completed,2025-01-02 04:20:47,True
178,1294.0,223.0,84.66,completed,2025-02-04 22:45:03,False
179,1132.0,13.0,18.39,completed,2025-06-20 20:25:36,True
180,1582.0,42.0,26.04,completed,2025-09-09 13:40:40,False
181,474.0,125.0,102.17,completed,2025-03-12 05:29:18,False
182,1106.0,133.0,41.77,completed,2025-11-10 15:21:48,False
183,1662.0,151.0,9.41,completed,2025-03-09 10:47:37,False
184,1108.0,62.0,0.0,failed,2025-07-29 01:01:05,False
185,1314.0,129.0,32.31,completed,2025-09-14 04:44:19,False
186,1095.0,74.0,188.87,completed,2025-08-05 05:23:33,True
187,175.0,114.0,88.64,completed,2025-10-24 14:08:05,False
188,1852.0,219.0,40.5,completed,2025-10-02 14:15:54,False
189,842.0,54.0,56.15,completed,2025-07-22 22:37:59,False
190,1487.0,200.0,59.64,refunded,2025-06-27 02:51:03,False
191,1873.0,116.0,8.1,completed,2025-10-19 00:51:31,True
192,1419.0,131.0,0.0,failed,2025-04-29 21:51:17,False
193,866.0,83.0,85.68,completed,2025-08-15 11:01:28,True
194,1115.0,192.0,159.67,completed,2025-04-18 20:35:02,False
195,469.0,179.0,44.91,completed,2025-03-26 12:01:00,False
196,1887.0,130.0,10.1,completed,2025-03-28 15:21:11,False
197,1458.0,49.0,47.32,completed,2025-10-04 08:04:07,False
198,1273.0,31.0,0.0,failed,2025-11-20 18:35:29,True
199,644.0,240.0,60.06,completed,2025-04-03 21:35:34,True
200,681.0,245.0,0.0,failed,2025-05-17 13:12:50,False
201,955.0,74.0,132.71,completed,2025-03-05 03:01:10,True
202,1596.0,117.0,34.89,completed,2025-06-03 04:32:49,True
203,1905.0,208.0,31.42,completed,2025-03-27 15:49:20,True
204,849.0,229.0,24.29,completed,2025-08-27 12:05:30,False
205,241.0,212.0,32.39,refunded,2025-01-02 09:01:28,False
206,702.0,3.0,37.47,completed,2025-11-30 17:27:05,False
207,1520.0,124.0,33.05,completed,2025-03-27 22:03:53,True
208,340.0,163.0,56.04,completed,2025-04-13 00:51:12,True
209,793.0,226.0,5.71,completed,2025-05-04 10:20:10,False
210,744.0,85.0,26.87,completed,2025-07-18 08:21:14,False
211,1495.0,164.0,45.34,completed,2025-07-16 01:33:31,False
212,463.0,64.0,37.54,completed,2025-11-18 13:52:43,False
213,801.0,160.0,10.81,completed,2025-10-16 10:10:58,False
214,1299.0,246.0,45.8,completed,2025-10-08 14:52:00,True
215,1849.0,18.0,31.17,completed,2025-12-02 23:23:18,False
216,15.0,34.0,55.23,completed,2025-09-13 07:08:38,True
217,1065.0,56.0,47.52,completed,2025-01-13 14:53:30,False
218,1989.0,230.0,38.85,completed,2025-02-26 05:21:59,False
219,208.0,67.0,30.05,completed,2025-01-11 14:37:53,False
220,1084.0,181.0,37.67,completed,2025-11-11 07:29:51,True
221,365.0,195.0,37.73,completed,2025-04-04 04:18:30,True
222,1264.0,91.0,86.66,completed,2025-06-30 23:43:36,False
223,608.0,194.0,327.75,completed,2025-08-27 15:32:13,False
224,1814.0,192.0,12.69,completed,2025-12-14 02:19:38,False
225,1963.0,67.0,5.0,completed,2025-08-26 12:19:21,False
226,160.0,209.0,19.64,completed,2025-06-08 17:08:04,False
227,397.0,110.0,14.11,completed,2025-05-05 08:33:45,False
228,1958.0,167.0,58.73,completed,2025-08-27 16:18:37,False
229,794.0,246.0,98.86,completed,2025-09-03 16:14:26,False
230,500.0,245.0,57.53,completed,2025-05-03 19:59:20,True
231,209.0,166.0,23.31,completed,2025-09-06 06:43:28,False
232,1157.0,40.0,53.83,completed,2025-11-13 12:13:47,True
233,1405.0,147.0,79.19,completed,2025-12-14 12:17:49,True
234,433.0,211.0,51.03,completed,2025-08-07 04:12:02,False
235,609.0,236.0,46.58,completed,2025-02-01 06:50:57,False
236,1755.0,133.0,27.33,completed,2025-12-10 19:36:49,False
237,389.0,197.0,11.31,completed,2025-08-01 21:46:21,False
238,997.0,142.0,72.04,completed,2025-09-18 14:39:30,False
239,583.0,91.0,116.23,completed,2025-01-13 02:45:29,False
240,432.0,49.0,0.0,failed,2025-03-20 18:16:54,False
241,1298.0,64.0,55.3,completed,2025-06-26 06:21:32,False
242,351.0,112.0,15.77,completed,2025-01-25 01:33:09,False
243,134.0,100.0,43.52,completed,2025-03-21 16:24:11,False
244,1090.0,185.0,0.0,failed,2025-06-01 19:56:56,False
245,639.0,104.0,55.96,completed,2025-05-07 04:18:39,True
246,1229.0,163.0,42.18,completed,2025-07-02 16:14:17,False
247,1322.0,213.0,58.07,completed,2025-08-08 10:01:00,False
248,117.0,5.0,50.3,completed,2025-02-12 06:31:22,True
249,1972.0,119.0,34.79,refunded,2025-07-01 09:55:53,True
250,1291.0,88.0,56.3,completed,2025-02-24 15:20:29,False
251,1818.0,249.0,20.98,completed,2025-11-04 14:52:02,False
252,149.0,167.0,0.0,failed,2025-01-10 20:34:55,False
253,1218.0,127.0,19.26,completed,2025-03-08 01:01:16,False
254,1704.0,242.0,49.4,completed,2025-09-22 04:56:20,False
255,1848.0,24.0,25.71,completed,2025-01-17 18:05:50,False
256,1910.0,168.0,44.31,completed,2025-04-19 21:19:52,False
257,179.0,107.0,23.82,completed,2025-07-13 04:14:26,False
258,148.0,238.0,24.19,completed,2025-11-28 05:38:19,False
259,465.0,50.0,25.06,completed,2025-01-14 03:07:51,False
260,976.0,205.0,10.33,completed,2025-10-28 11:30:32,False
261,569.0,230.0,59.89,completed,2025-04-26 15:18:50,True
262,1029.0,237.0,31.1,completed,2025-02-16 22:59:58,False
263,526.0,58.0,0.0,failed,2025-05-22 03:36:10,False
264,280.0,1.0,19.41,completed,2025-02-17 05:39:02,True
265,499.0,171.0,18.56,completed,2025-09-10 03:38:20,False
266,836.0,167.0,0.0,failed,2025-09-18 01:27:33,False
267,436.0,138.0,25.34,completed,2025-09-12 02:46:36,False
268,816.0,2.0,61.91,completed,2025-01-31 04:54:34,False
269,1240.0,63.0,11.52,completed,2025-09-13 04:24:05,False
270,687.0,16.0,42.39,completed,2025-08-28 14:52:53,False
271,828.0,37.0,39.78,completed,2025-11-25 17:58:28,False
272,969.0,16.0,21.41,refunded,2025-11-14 00:42:46,False
273,1539.0,87.0,36.73,completed,2025-04-05 08:45:42,True
274,1911.0,90.0,29.1,completed,2025-03-08 00:24:22,False
275,1161.0,80.0,78.77,completed,2025-08-03 02:29:38,False
276,612.0,27.0,32.07,completed,2025-07-11 16:08:10,False
277,595.0,191.0,74.45,completed,2025-10-30 08:40:37,True
278,1304.0,111.0,58.39,completed,2025-03-16 16:00:08,False
279,132.0,233.0,11.06,completed,2025-03-25 04:24:51,False
280,393.0,222.0,28.03,completed,2025-03-10 08:06:48,True
281,481.0,64.0,0.0,failed,2025-04-19 20:42:25,True
282,1537.0,97.0,36.43,completed,2025-08-21 21:46:47,False
283,628.0,160.0,32.0,completed,2025-05-19 14:17:08,False
284,419.0,137.0,33.61,completed,2025-10-14 09:43:01,False
285,1226.0,11.0,48.68,completed,2025-07-09 07:05:37,True
286,652.0,229.0,21.98,completed,2025-03-05 17:28:24,False
287,658.0,70.0,23.83,refunded,2025-01-26 04:01:25,False
288,462.0,158.0,58.61,completed,2025-10-27 10:25:59,False
289,1802.0,232.0,0.0,failed,2025-04-06 10:12:51,True
290,1226.0,143.0,26.02,completed,2025-11-03 20:36:02,False
291,1938.0,187.0,30.85,refunded,2025-09-29 00:31:43,True
292,152.0,48.0,45.12,completed,2025-05-21 18:20:48,False
293,1921.0,94.0,0.0,failed,2025-04-15 00:17:51,True
294,222.0,210.0,34.05,completed,2025-02-08 21:22:40,False
295,79.0,76.0,7.6,completed,2025-05-23 17:44:55,False
296,1224.0,247.0,0.0,failed,2025-11-27 17:24:00,False
297,1786.0,60.0,27.01,completed,2025-05-27 05:48:52,False
298,99.0,68.0,62.56,completed,2025-09-24 22:42:01,False
299,912.0,57.0,28.78,completed,2025-03-08 23:24:31,False
300,213.0,64.0,0.0,failed,2025-11-27 19:57:51,False
301,1167.0,182.0,48.88,completed,2025-09-02 12:45:22,False
302,702.0,80.0,16.52,completed,2025-03-28 12:13:29,False
303,1413.0,87.0,11.16,completed,2025-08-31 03:28:49,False
304,1837.0,203.0,28.05,completed,2025-05-03 20:06:12,False
305,1398.0,182.0,30.65,completed,2025-09-30 04:10:35,False
306,1076.0,187.0,7.71,completed,2025-08-10 03:07:41,False
307,967.0,216.0,28.74,completed,2025-12-28 12:17:53,False
308,1648.0,214.0,0.0,failed,2025-03-10 00:44:09,False
309,135.0,167.0,35.2,completed,2025-11-18 23:53:20,False
310,411.0,120.0,150.49,completed,2025-06-12 15:24:26,False
311,1494.0,143.0,7.88,completed,2025-02-06 05:38:50,False
312,1136.0,241.0,63.81,completed,2025-05-01 08:47:21,False
313,1549.0,79.0,44.19,completed,2025-04-25 15:58:50,False
314,785.0,202.0,20.13,completed,2025-04-30 04:54:00,False
315,1769.0,156.0,30.55,completed,2025-06-28 12:38:08,False
316,1068.0,36.0,62.23,completed,2025-08-30 19:22:27,False
317,1421.0,54.0,32.75,completed,2025-02-06 06:35:43,False
318,1609.0,145.0,6.37,completed,2025-11-24 11:14:12,True
319,261.0,100.0,40.11,completed,2025-11-06 08:36:59,False
320,743.0,86.0,53.38,completed,2025-05-10 21:56:33,False
321,545.0,215.0,21.53,completed,2025-03-13 12:32:58,False
322,388.0,221.0,59.8,completed,2025-02-07 08:07:20,False
323,1500.0,22.0,63.7,completed,2025-08-22 08:59:04,False
324,1434.0,75.0,85.16,completed,2025-02-04 12:19:59,False
325,1604.0,36.0,66.85,completed,2025-08-26 15:40:24,True
326,16.0,236.0,229.56,completed,2025-11-08 22:52:23,False
327,662.0,29.0,76.16,completed,2025-08-12 14:55:33,False
328,1828.0,183.0,34.33,completed,2025-01-24 21:49:36,True
329,102.0,170.0,0.0,failed,2025-05-03 07:47:57,True
330,1210.0,160.0,0.0,failed,2025-01-25 23:33:13,False
331,951.0,142.0,24.57,completed,2025-02-27 06:31:48,False
332,931.0,18.0,13.03,completed,2025-05-10 18:21:11,False
333,25.0,38.0,27.24,completed,2025-11-20 02:29:47,False
334,1096.0,101.0,61.35,completed,2025-05-20 23:30:53,False
335,1617.0,34.0,15.77,completed,2025-10-27 09:07:15,False
336,1597.0,121.0,41.9,completed,2025-04-14 07:39:51,False
337,18.0,173.0,22.9,completed,2025-06-25 03:17:09,False
338,1778.0,87.0,31.24,completed,2025-08-28 11:58:40,False
339,570.0,160.0,29.87,completed,2025-11-11 00:26:42,False
340,1017.0,110.0,36.52,completed,2025-03-06 19:39:28,False
341,1356.0,67.0,191.82,completed,2025-08-13 10:11:31,False
342,1913.0,191.0,20.69,completed,2025-08-25 12:50:42,False
343,1593.0,183.0,30.49,completed,2025-05-24 06:48:06,True
344,1121.0,43.0,26.46,completed,2025-11-12 09:24:58,False
345,1751.0,123.0,9.46,completed,2025-11-14 05:00:40,True
346,831.0,22.0,62.51,completed,2025-05-24 08:02:54,False
347,1036.0,87.0,16.14,completed,2025-01-19 09:11:34,False
348,1035.0,196.0,94.21,completed,2025-03-15 06:29:46,False
349,1933.0,77.0,16.78,completed,2025-07-04 01:16:52,False
350,163.0,125.0,0.0,failed,2025-06-30 12:00:48,False
351,1307.0,96.0,125.65,completed,2025-06-07 02:04:20,False
352,1753.0,122.0,45.18,completed,2025-11-01 04:58:40,True
353,872.0,157.0,19.62,completed,2025-08-08 03:56:05,False
354,835.0,40.0,0.0,failed,2025-03-07 02:50:36,False
355,1265.0,104.0,5.42,completed,2025-12-01 09:04:55,False
356,857.0,247.0,23.26,refunded,2025-10-31 18:24:48,False
357,1069.0,173.0,10.07,completed,2025-01-09 09:13:35,False
358,970.0,119.0,30.58,completed,2025-07-29 03:18:31,True
359,593.0,138.0,0.0,failed,2025-05-11 04:13:31,False
360,255.0,205.0,33.86,completed,2025-04-30 22:58:05,False
361,67.0,173.0,12.44,completed,2025-02-24 07:42:53,False
362,918.0,120.0,20.51,completed,2025-07-20 06:31:57,False
363,614.0,17.0,47.38,completed,2025-03-17 11:27:59,True
364,974.0,102.0,39.43,completed,2025-06-08 17:45:28,False
365,603.0,130.0,7.17,completed,2025-03-21 23:22:03,False
366,1066.0,145.0,57.84,completed,2025-04-27 23:13:29,False
367,1812.0,108.0,13.12,completed,2025-08-19 01:38:05,True
368,1840.0,90.0,0.0,failed,2025-09-21 04:57:05,False
369,1810.0,119.0,25.32,completed,2025-11-26 00:18:56,True
370,384.0,166.0,209.22,completed,2025-09-08 15:06:07,False
371,1613.0,165.0,23.12,completed,2025-10-29 20:48:21,False
372,1258.0,63.0,32.67,completed,2025-10-27 15:08:43,False
373,966.0,5.0,52.28,completed,2025-12-18 23:45:23,False
374,1738.0,25.0,15.05,refunded,2025-12-11 11:03:41,False
375,485.0,73.0,38.6,completed,2025-08-18 02:29:42,False
376,1757.0,124.0,15.58,completed,2025-11-23 11:10:58,False
377,1798.0,220.0,46.96,completed,2025-09-25 13:01:06,False
378,39.0,22.0,41.44,completed,2025-07-06 08:46:05,True
379,11.0,93.0,0.0,failed,2025-05-08 01:09:59,False
380,624.0,191.0,34.46,completed,2025-07-22 23:15:50,False
381,409.0,35.0,150.2,completed,2025-03-10 10:00:04,False
382,108.0,55.0,36.24,completed,2025-07-22 18:35:14,False
383,1118.0,128.0,45.87,completed,2025-05-17 20:39:28,False
384,1847.0,20.0,40.26,completed,2025-08-26 00:19:06,False
385,84.0,5.0,13.45,completed,2025-01-04 01:49:06,False
386,58.0,167.0,16.2,completed,2025-09-22 23:35:52,True
387,1317.0,63.0,12.59,completed,2025-10-04 03:33:20,False
388,1040.0,236.0,16.02,completed,2025-01-23 09:40:46,False
389,991.0,32.0,19.98,refunded,2025-02-10 06:32:04,False
390,1501.0,231.0,0.0,failed,2025-08-09 21:48:35,False
391,838.0,191.0,25.26,completed,2025-10-10 12:16:42,False
392,605.0,74.0,47.51,completed,2025-11-01 04:20:15,False
393,969.0,168.0,88.27,completed,2025-01-02 04:40:53,False
394,165.0,145.0,74.77,completed,2025-10-23 01:32:33,True
395,437.0,101.0,37.44,completed,2025-11-12 23:43:15,False
396,727.0,79.0,15.42,completed,2025-07-31 22:36:24,False
397,1680.0,201.0,0.0,failed,2025-06-09 06:25:01,False
398,1810.0,160.0,19.29,refunded,2025-12-16 09:54:54,True
399,403.0,23.0,42.42,completed,2025-10-14 14:43:54,True
400,1964.0,203.0,37.53,completed,2025-06-03 01:44:36,True
401,1410.0,188.0,12.82,completed,2025-04-28 23:54:54,False
402,1978.0,205.0,19.67,completed,2025-03-05 16:48:55,False
403,1162.0,210.0,45.17,completed,2025-08-22 01:20:01,False
404,716.0,241.0,26.52,completed,2025-03-01 05:45:47,True
405,814.0,56.0,0.0,failed,2025-09-28 06:49:30,False
406,722.0,137.0,20.99,completed,2025-05-29 17:14:39,False
407,531.0,106.0,13.38,completed,2025-10-15 00:52:08,False
408,1830.0,69.0,31.76,completed,2025-12-10 10:06:51,False
409,293.0,190.0,23.16,completed,2025-09-20 12:12:38,False
410,1499.0,192.0,7.6,completed,2025-03-01 21:27:34,False
411,1023.0,235.0,0.0,failed,2025-06-18 03:51:29,True
412,1904.0,22.0,66.22,completed,2025-11-10 14:23:03,True
413,462.0,32.0,59.32,completed,2025-03-29 10:51:52,False
414,1837.0,175.0,38.72,completed,2025-10-04 08:19:05,False
415,1397.0,2.0,26.9,completed,2025-05-11 20:27:06,True
416,1186.0,123.0,34.4,completed,2025-10-09 07:24:11,False
417,642.0,85.0,27.17,completed,2025-01-10 14:05:24,False
418,44.0,220.0,18.05,completed,2025-08-04 18:37:02,True
419,1889.0,180.0,102.76,completed,2025-05-10 00:10:58,True
420,1107.0,216.0,82.43,completed,2025-01-17 11:47:41,True
421,892.0,216.0,50.81,completed,2025-08-10 09:58:10,True
422,636.0,14.0,21.3,completed,2025-09-20 02:42:20,False
423,539.0,37.0,47.84,completed,2025-09-27 07:43:40,False
424,1840.0,27.0,24.76,completed,2025-09-03 21:59:57,False
425,862.0,152.0,24.0,completed,2025-07-27 13:47:44,False
426,519.0,64.0,29.58,completed,2025-10-06 00:06:01,False
427,1435.0,70.0,42.64,completed,2025-06-12 02:16:26,False
